comarca,serventia,codigo_serventia,colunas_nao_correspondentes
GOIANIA,GABINETE DES. FERNANDO DE CASTRO MESQUITA,82978,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. WILSON SAFATLE FAIAD,82979,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,PLANTAO JUDICIAL DE 2o GRAU,83137,codigo_serventia
ITABERAI,"VARA CRIMINAL (CRIMES EM GERAL, CRIMES DOLOSOS CONTRA A VIDA E PRES. DO TRIB. DO JURI EXECUCAO PENAL) E JUIZADO ESPECIAL CRIMINAL",83217,serventia (diferente para mesmo codigo)
GOIANIA,GABINETE DES. FABIO CRISTOVAO DE CAMPOS FARIA,83227,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,PLANTAO DA MACRO 01 - AUDIENCIA DE CUSTODIA,83367,codigo_serventia
GOIANIA,CENTRAL DE PROCESSAMENTO ELETRONICO,83622,codigo_serventia
GOIANIA,3deg CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83726,codigo_serventia
GOIANIA,4deg CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83727,codigo_serventia
GOIANIA,6o CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83729,codigo_serventia
GOIANIA,9o CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83733,codigo_serventia
GOIANIA,10o CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83734,codigo_serventia
APARECIDA DE GOIANIA,1o CEJUSC - PRE-PROCESSUAL,83740,codigo_serventia
APARECIDA DE GOIANIA,2o CEJUSC - PRE-PROCESSUAL,83741,codigo_serventia
GOIANIRA,CEJUSC - PRE-PROCESSUAL,83743,codigo_serventia
GUAPO,1o CEJUSC - PRE-PROCESSUAL,83744,codigo_serventia
HIDROLANDIA,1o CEJUSC,83745,codigo_serventia
JANDAIA,1o CEJUSC,83747,codigo_serventia
TRINDADE,CEJUSC - PRE-PROCESSUAL,83749,codigo_serventia
ANAPOLIS,1o CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83750,codigo_serventia
ANAPOLIS,2o CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83751,codigo_serventia
ANAPOLIS,4o CEJUSC - PRE-PROCESSUAL,83753,codigo_serventia
COCALZINHO DE GOIAS,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83755,codigo_serventia
PIRENOPOLIS,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83756,codigo_serventia
VIANOPOLIS,1o CEJUSC - PRE-PROCESSUAL,83758,codigo_serventia
BURITI ALEGRE,CEJUSC - PRE-PROCESSUAL,83759,codigo_serventia
GOIATUBA,CEJUSC - PRE-PROCESSUAL,83760,codigo_serventia
ITUMBIARA,1o CEJUSC - PRE-PROCESSUAL,83761,codigo_serventia
ITUMBIARA,2o CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83762,codigo_serventia
CAMPOS BELOS,1o CEJUSC - PRE-PROCESSUAL,83764,codigo_serventia
JATAI,1o CEJUSC - PRE-PROCESSUAL,83765,codigo_serventia
JATAI,2o CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83766,codigo_serventia
QUIRINOPOLIS,CEJUSC,83769,codigo_serventia
RIO VERDE,1o CEJUSC - PRE-PROCESSUAL,83770,codigo_serventia
ALTO PARAISO DE GOIAS,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83772,codigo_serventia
CAVALCANTE,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83773,codigo_serventia
FORMOSA,CEJUSC - PRE-PROCESSUAL,83774,codigo_serventia
PADRE BERNARDO,CEJUSC - PRE-PROCESSUAL,83775,codigo_serventia
PLANALTINA,CEJUSC - PRE-PROCESSUAL,83776,codigo_serventia
POSSE,1o CEJUSC - PRE-PROCESSUAL,83777,codigo_serventia
AGUAS LINDAS DE GOIAS,1o CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83778,codigo_serventia
AGUAS LINDAS DE GOIAS,2o CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83779,codigo_serventia
ALEXANIA,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83780,codigo_serventia
CIDADE OCIDENTAL,2o CEJUSC - PRE-PROCESSUAL,83782,codigo_serventia
CRISTALINA,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83785,codigo_serventia
LUZIANIA,1o CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83786,codigo_serventia
NOVO GAMA,1o CEJUSC - PRE-PROCESSUAL,83788,codigo_serventia
SANTO ANTONIO DO DESCOBERTO,1o CEJUSC - PRE-PROCESSUAL,83789,codigo_serventia
VALPARAISO DE GOIAS,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83790,codigo_serventia
GOIAS,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83791,codigo_serventia
ITABERAI,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83792,codigo_serventia
JUSSARA,1o CEJUSC - PRE-PROCESSUAL,83793,codigo_serventia
MOZARLANDIA,CEJUSC,83794,codigo_serventia
CALDAS NOVAS,1o CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83795,codigo_serventia
CATALAO,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83799,codigo_serventia
CORUMBAIBA,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83800,codigo_serventia
IPAMERI,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83801,codigo_serventia
ORIZONA,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83802,codigo_serventia
PIRES DO RIO,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83803,codigo_serventia
ARAGARCAS,1o CEJUSC - PRE-PROCESSUAL,83804,codigo_serventia
IPORA,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83805,codigo_serventia
PARAUNA,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83806,codigo_serventia
PIRANHAS,1o CEJUSC - PRE-PROCESSUAL,83807,codigo_serventia
SAO LUIS DE MONTES BELOS,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83808,codigo_serventia
RUBIATABA,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83811,codigo_serventia
PORANGATU,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,83812,codigo_serventia
SAO MIGUEL DO ARAGUAIA,CEJUSC,83813,codigo_serventia
URUACU,1o CEJUSC - PRE-PROCESSUAL,83815,codigo_serventia
GOIANIA,COORDENADORIA JUDICIARIA - GOIANIA,83922,codigo_serventia
GOIANIA,DIRETORIA DO FORO - GOIANIA,83923,codigo_serventia
GOIANIA,ASSESSORIA CORREICIONAL DA CGJ,83924,codigo_serventia
GOIANIA,1o NUCLEO DE JUSTICA 4.0 PERMANENTE,84088,codigo_serventia
GOIANIA,7a CAMARA CIVEL,84091,codigo_serventia
GOIANIA,3a CAMARA CRIMINAL,84092,codigo_serventia
RIALMA,CENTRO JUDICIARIO DE SOLUCAO DE CONFLITOS E CIDADANIA,84121,codigo_serventia
APARECIDA DE GOIANIA,1a UNIDADE DE PROCESSAMENTO JUDICIAL DAS VARAS DE FAMILIA E SUCESSOES,84253,codigo_serventia
GOIANIA,GABINETE MILITAR DO PODER JUDICIARIO,84340,codigo_serventia
GOIANIA,2a UNIDADE DE PROCESSAMENTO JURISDICIONAL DAS VARAS CRIMINAIS DOS CRIMES PUNIDOS COM RECLUSAO,84341,codigo_serventia
GOIANIA,1a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS DE CRIMES PUNIDOS COM RECLUSAO E DETENCAO,84342,codigo_serventia
LUZIANIA,1a UNIDADE DE PROCESSAMENTO JUDICIAL DE FAMILIA E SUCESSOES,84464,codigo_serventia
GOIANIA,"UPJ DOS FEITOS RELATIVOS A DELITOS PRATICADOS POR ORGANIZACAO CRIMINOSA E DE LAVAGEM OU OCULTACAO DE BENS, DIREITOS E VALORES",84473,codigo_serventia
GOIANIA,JUIZADO DO TORCEDOR,84483,codigo_serventia
GOIANIA,"UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CRIMINAIS DOS CRIMES APENADOS COM DETENCAO, CRIMES DE TRANSITO, CRIMES CONTRA A ORDEM TRIBUTARIA E CRIMES CONTRA VITIMAS HIPERVULNERAVEIS (CRIANCAS E ADOLESCENTES, PESSOAS COM DEFICIENCIA, IDOSOS)",84566,codigo_serventia
GOIANIA,NUCLEO DE JUSTICA RESTAURATIVA - NUCJUR,84567,codigo_serventia
APARECIDA DE GOIANIA,2a UNIDADE DE PROCESSAMENTO JURISDICIONAL DAS VARAS CRIMINAIS,84568,codigo_serventia
GOIANIA,CENTRAL DE CUSTODIA ESTADUAL,84621,codigo_serventia
GOIANIA,GABINETE DESA. LILIA MONICA DE CASTRO BORGES ESCHER,84688,serventia (diferente para mesmo codigo)
GOIANIA,GABINETE DES. ROBERTO HORACIO REZENDE,84689,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DESA. CAMILA NINA ERBETTA NASCIMENTO E MOURA,84690,serventia (diferente para mesmo codigo)
GOIANIA,GABINETE DES. SEBASTIAO LUIZ FLEURY,84714,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DESA. DORACI LAMAR ROSA DA SILVA ANDRADE,84715,serventia (diferente para mesmo codigo)
GOIANIA,GABINETE DES. SERGIO MENDONCA DE ARAUJO,84716,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DESA. ANA CRISTINA RIBEIRO PETERNELLA FRANCA,84717,serventia (diferente para mesmo codigo)
GOIANIA,GABINETE DES. FABIANO ABEL DE ARAGAO FERNANDES,84718,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DE JUIZ AUXILIAR,84721,codigo_serventia
GOIANIA,GABINETE DES. ELISEU JOSE TAVEIRA VIEIRA,84727,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. VICENTE LOPES DA ROCHA JUNIOR,84728,CHAVE COMPLETA NAO ENCONTRADA
RIO VERDE,UNIDADE DE PROCESSAMENTO JUDICIAL DE FAMILIA E SUCESSOES,84751,codigo_serventia
APARECIDA DE GOIANIA,3a UNIDADE DE PROCESSAMENTO JUDICIAL DAS VARAS CIVEIS,84848,codigo_serventia
GOIANIA,1a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CIVEIS,84905,codigo_serventia
GOIANIA,2a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CIVEIS E DE ARBITRAGEM,84906,codigo_serventia
JARAGUA,3a UNIDADE JURISDICIONAL SIMPLIFICADA,85121,codigo_serventia
GOIANIA,PLANTAO DA MACRO 01 - INFANCIA E JUVENTUDE,85139,codigo_serventia
FORMOSA,1a UNIDADE DE PROCESSAMENTO JURISDICIONAL DAS VARAS CRIMINAIS,85347,codigo_serventia
GOIANIA,CUSTODIA AGIL ESTADUAL,85714,codigo_serventia
GOIANIA,GABINETE DES. SILVANIO DIVINO DE ALVARENGA,85789,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,3a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CIVEIS,85793,codigo_serventia
GOIANIA,4a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CIVEIS E AMBIENTAIS,85795,codigo_serventia
GOIANIA,NUCLEO VIRTUAL DE CONCILIACAO E MEDIACAO DO INTERIOR,85802,codigo_serventia
GOIANIA,CENTRAL ESTADUAL DE EXPEDICAO DE ALVARAS - CEAGO,85876,codigo_serventia
GOIANIA,DIRETORIA DE TECNOLOGIA DA INFORMACAO,86489,codigo_serventia
GOIANIA,5a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CIVEIS,86593,codigo_serventia
GOIANIA,6a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CIVEIS,86594,codigo_serventia
GOIANIA,GRUPO DE MONITORAMENTO E FISCALIZACAO DO SISTEMA CARCERARIO DO ESTADO DE GOIAS - GMF,86636,codigo_serventia
GOIANIA,UNIDADE DE PROCESSAMENTO JUDICIAL (UPJ) DAS VARAS DA FAZENDA PUBLICA ESTADUAL,87009,codigo_serventia
GOIANIA,UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS DA FAZENDA PUBLICA MUNICIPAL E DE REGISTROS PUBLICOS,87010,codigo_serventia
GOIANIA,1a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DOS JUIZADOS ESPECIAIS CIVEIS,87034,codigo_serventia
GOIANIA,2a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DOS JUIZADOS ESPECIAIS CIVEIS,87035,codigo_serventia
GOIANIA,UPJ DE SUCESSOES,87138,codigo_serventia
SENADOR CANEDO,VARA DE FAZENDAS PUBLICAS REGISTROS PUBLICOS E AMBIENTAL,87312,serventia (diferente para mesmo codigo)
SENADOR CANEDO,VARA DE FAMILIA SUCESSOES E INFANCIA E JUVENTUDE,87313,serventia (diferente para mesmo codigo)
LUZIANIA,2o JUIZADO DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER,87316,serventia (diferente para mesmo codigo)
MINEIROS,2a VARA CRIMINAL,87320,serventia (diferente para mesmo codigo)
GOIANIA,UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DOS JUIZADOS ESPECIAIS CRIMINAIS,87370,codigo_serventia
GOIANIA,GABINETE DES. ADEGMAR JOSE FERREIRA,87383,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. JOSE PROTO DE OLIVEIRA,87384,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. WILTON MULLER SALOMAO,87385,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DESA. JULIANA PEREIRA DINIZ PRUDENTE,87386,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. AURELIANO ALBUQUERQUE AMORIM,87387,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. SIVAL GUERRA PIRES,87388,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. JOSE CARLOS DUARTE,87389,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. ADRIANO ROBERTO LINHARES CAMARGO,87390,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. BRENO BOSS CACHAPUZ CAIADO,87391,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. RODRIGO DE SILVEIRA,87392,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. ALTAMIRO GARCIA FILHO,87393,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. PAULO CESAR ALVES DAS NEVES,87394,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DESA. ALICE TELES DE OLIVEIRA,87395,CHAVE COMPLETA NAO ENCONTRADA
FORMOSA,2a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CIVEIS,87396,codigo_serventia
GOIANIA,GABINETE DES. EDUARDO ABDON MOURA,87397,CHAVE COMPLETA NAO ENCONTRADA
FORMOSA,3a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS DE FAMILIA E SUCESSOES,87398,codigo_serventia
GOIANIA,GABINETE DES. WILSON DA SILVA DIAS,87399,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. JOSE RICARDO MARCOS MACHADO,87400,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. ATILA NAVES AMARAL,87401,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. RONNIE PAES SANDRE,87402,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. FERNANDO BRAGA VIGGIANO,87403,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DESA. MONICA CEZAR MORENO SENHORELO,87404,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. WILD AFONSO OGAWA,87405,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. ALGOMIRO CARVALHO NETO,87406,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. FERNANDO DE MELLO XAVIER,87407,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. ALEXANDRE DE MORAIS KAFURI,87408,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. ALTAIR GUERRA DA COSTA,87409,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. WILLIAM COSTA MELLO,87410,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,8a CAMARA CIVEL,87415,codigo_serventia
GOIANIA,9a CAMARA CIVEL,87416,codigo_serventia
GOIANIA,10a CAMARA CIVEL,87417,codigo_serventia
GOIANIA,11a CAMARA CIVEL,87418,codigo_serventia
GOIANIA,4a CAMARA CRIMINAL,87419,codigo_serventia
GOIANIA,3a SECAO CIVEL,87420,codigo_serventia
RIO VERDE,2a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CIVEIS,87585,codigo_serventia
GOIANIA,GABINETE DES. DONIZETE MARTINS DE OLIVEIRA,87595,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DES. HEBER CARLOS DE OLIVEIRA,87781,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,PRESIDENCIA DO TRIBUNAL DE JUSTICA,87840,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,1a VICE-PRESIDENCIA DO TRIBUNAL DE JUSTICA,87841,serventia (diferente para mesmo codigo)
GOIANIA,SECRETARIA GERAL DA PRESIDENCIA,87904,codigo_serventia
ANAPOLIS,1o CEJUSC VIRTUAL DO EXECUTIVO FISCAL,87911,codigo_serventia
APARECIDA DE GOIANIA,UNIDADE DE PROCESSAMENTO JURISDICIONAL DOS JUIZADOS DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER,87962,codigo_serventia
VALPARAISO DE GOIAS,3a  VARA DE FAMILIA E SUCESSOES E DAS FAZENDAS PUBLICAS,87966,serventia (diferente para mesmo codigo)
CATALAO,1a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DOS JUIZADOS ESPECIAIS CIVEIS,88246,codigo_serventia
CATALAO,1a UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DOS JUIZADOS ESPECIAIS CRIMINAIS,88247,codigo_serventia
CATALAO,UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CIVEIS,88251,codigo_serventia
GOIANIA,GABINETE DESA. ROZANA FERNANDES CAMAPUM,88276,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,DIRETORIA FINANCEIRA,88366,codigo_serventia
GOIANIA,UPJ DAS VARAS CRIMINAIS DOS CRIMES DOLOSOS CONTRA A VIDA E TRIBUNAL DO JURI,88505,codigo_serventia
GOIANIA,GABINETE DESA. SIRLEI MARTINS DA COSTA,88591,CHAVE COMPLETA NAO ENCONTRADA
ANAPOLIS,UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CIVEIS,88672,codigo_serventia
ANAPOLIS,UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS DE FAMILIA E SUCESSOES,88673,codigo_serventia
ANAPOLIS,UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CRIMINAIS,88674,codigo_serventia
GOIANIA,GABINETE DES. ALEXANDRE BIZZOTTO,88702,CHAVE COMPLETA NAO ENCONTRADA
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. ANTONIO CEZAR PEREIRA MENEZES,88703,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. CLAUBER COSTA ABREU,88704,codigo_serventia
GOIANIA,GABINETE DE JUIZ SUBSTITUTO EM 2o GRAU DR. DENIVAL FRANCISCO DA SILVA,88705,codigo_serventia
